text,sentiment,source,text_cleaned,text_lemmatised
"France has been racing to save the planet from climate change - for 25 years
https://t.co/7R4lq2rRkL https://t.co/QnTz2qpL6d",positive,Dataset B,france has been racing to save the planet from climate change for years,france race save planet climate change year
"@SebGorka NYT's: God confirms - 'Trump is the anti-Christ!' Blames him for 9/11, AIDS, global warming &amp; Air Supply!",neutral,Dataset B,user nyts god confirms trump is the antichrist blames him for aids global warming air supply,user nyts god confirm trump antichrist blame aids global warming air supply
People aren't going to believe climate change is real until the ocean currents literally break down and Europe is p… https://t.co/uZ2ykZiavE,positive,Dataset B,people arent going to believe climate change is real until the ocean currents literally break down and europe is p,people not go believe climate change real ocean current literally break europe p
Pollution cause climate change because pollution were designed by sin. It changes what God original plan for this earth. #climatechange,neutral,Dataset B,pollution cause climate change because pollution were designed by sin it changes what god original plan for this earth #climatechange,pollution cause climate change pollution design sin change god original plan earth climatechange
I'm closing my @ANZ_AU account. They will keep losing customers until they stop funding climate change,positive,Dataset B,im closing my user account they will keep losing customers until they stop funding climate change,m close user account lose customer stop fund climate change
"@tahjshaunx @FunnyMaine Black men are the reason for global warming to her, and hitler's main target in the holocaust was black women...",neutral,Dataset B,user user black men are the reason for global warming to her and hitlers main target in the holocaust was black women,user user black man reason global warming hitler main target holocaust black woman
"@IndianaUniv Global cooling, global warming, oh wait.. Climate Change.. My tax dollars flushed down the FN toilet �� �� Ridiculous",negative,Dataset B,user global cooling global warming oh wait climate change my tax dollars flushed down the fn toilet ridiculous,user global cool global warming oh wait climate change tax dollar flush fn toilet ridiculous
Dramatic Venice sculpture comes with a big climate change warning https://t.co/ams7rf9Ct5 https://t.co/wk9ArwizmO,positive,Dataset B,dramatic venice sculpture comes with a big climate change warning,dramatic venice sculpture come big climate change warn
"Topics such as climate change, contaminated water and deforestation are front and center in the public discourse,..… https://t.co/D1464StHxj",positive,Dataset B,topics such as climate change contaminated water and deforestation are front and center in the public discourse,topic climate change contaminate water deforestation center public discourse
Donald Trump fails to grasp basic climate change facts during Piers Morgan interview https://t.co/GPie0JZEb4,positive,Dataset B,donald trump fails to grasp basic climate change facts during piers morgan interview,donald trump fail grasp basic climate change fact pier morgan interview
"The Weather Channel shuts down Breitbart: Yes, climate change is real https://t.co/2AegO7bazU",positive,Dataset B,the weather channel shuts down breitbart yes climate change is real,weather channel shut breitbart yes climate change real
"Climate change denial finds safe expression in resistance to building regulation updating, in Ireland as elsewhere. https://t.co/gdMBXCcZ03",positive,Dataset B,climate change denial finds safe expression in resistance to building regulation updating in ireland as elsewhere,climate change denial find safe expression resistance build regulation update ireland
Let$q$s save the planet... Go green. We are crazy about spreading clean energy. Call us today +234 803 561 4721 https://t.co/469itZD1C5,positive,Dataset B,lets save the planet go green we are crazy about spreading clean energy call us today,let save planet green crazy spread clean energy today
These graphics show how terrible climate change was in 2016 https://t.co/t15BHqHlPq via @TheWorldPost,positive,Dataset B,these graphics show how terrible climate change was in via user,graphic terrible climate change user
How can we become stimulated to work at the peak of our ability to solve issues of climate change and global warming How can we weave sustainability into education DrTammiSinha will explore these questions at our event on the 23rd Sept UoW,neutral,Dataset A,how can we become stimulated to work at the peak of our ability to solve issues of climate change and global warming how can we weave sustainability into education drtammisinha will explore these questions at our event on the rd sept uow,stimulate work peak ability solve issue climate change global warming weave sustainability education drtammisinha explore question event rd sept uow
