text,sentiment,source
@ReutersIndia did he box him for approving taking down all global warming related info from gov pages?,neutral,Dataset B
Yo if japan made an anime about global warming do you thnk more people would care? Kinda like more people liked animals after kemono friends,neutral,Dataset B
Snow in April? Yeah global warming is real,negative,Dataset B
"Whether you believe in climate change or not, shouldn't we just take care of the planet regardless?' https://t.co/CAjEkiPQbQ via @CC_Yale",positive,Dataset B
@chinafreak global warming game :),neutral,Dataset B
Was super excited about the @BillNyeSaves series but turns out it's just his soapbox for political views and climate change. #Disappointing,neutral,Dataset B
@BillNye undermining climate change AND evolution allows us to teach science as some 3rd rate belief system.,positive,Dataset B
"Food security
and climate change. https://t.co/fIQJspwCbe",positive,Dataset B
Soon AAP will blame them for global warming': Twitter mocks Preeti Sharma Menon for blaming EVMs fo exit polls… https://t.co/AJS6hVCxNk,neutral,Dataset B
@dailykos But there is no global warming. Ha!,negative,Dataset B
"blame chemists, harbicides promoters, for climate change; 'Detergent' Hydroxl Molecules May Affect... https://t.co/QM4MWWaQED @slashdot",positive,Dataset B
The weird part about @BillNye new Netflix snow is everyone who's watching already believes climate change is an issue,neutral,Dataset B
@eadler8 @bmsnides climate change. You are devoting your career to science. This should matter to you.,positive,Dataset B
.@NSF Sal researches impacts of climate change on carbon storage in the Arctic... check out his blog post to learn… https://t.co/YWq4arDm9B,positive,Dataset B
@SeeDaneRun You're responding to someone that doesn't care that millions would die from climate change. Maybe a waste of your time.,positive,Dataset B
@truth_2_pwr_ @Slate In a PBL study only 43% of meteorologists surveyed even believe in man-made climate change.,negative,Dataset B
The science fiction of man-made global warming is rapidly being exposed by legitimate climate science: https://t.co/j6EMk0AGmI #climate,negative,Dataset B
@rosana With global warming this year things were reversed. Vancouver had way more snow than us.,positive,Dataset B
"You; If global warming is made up, why is it snowing in mid April

Me; I agree",positive,Dataset B
Will be blamed on global warming in 3... 2... https://t.co/ScGqRth7d5,neutral,Dataset B
New plan: Planned Parenthood and climate change need to switch names. Republicans will care more about the climate than our swimsuit bits.,positive,Dataset B
https://t.co/Eh1uDma73c best ever rebuttal to climate change,negative,Dataset B
@witchingbones global warming is a myth ;),negative,Dataset B
The effects of climate change will force millions to migrate. Here's what this means for human security. -… https://t.co/h0R78f4ck4,positive,Dataset B
"#marchforscience is bringing awareness by using science, which has demonstrated the existence of global warming and… https://t.co/5VJihqyWMK",positive,Dataset B
"FWAPism: Trump believes climate change is a hoax, saying, 'When you've seen one Earth, you've seen them all.'",positive,Dataset B
Selling global warming as scientific vs government's control of everything by terrifying the public. #earthday… https://t.co/aZUv4iMtcv,negative,Dataset B
"This #EarthDay, discover ways companies are taking real action against climate change. https://t.co/bnI2qSxPyv https://t.co/mEVMT1VJj2",positive,Dataset B
The fact people still think global warming is a myth seriously baffles me,positive,Dataset B
"Watch @lifeofdesiigner get climate change lessons from @karliekloss: 
https://t.co/Pc18yO7uYN https://t.co/I6zOhSnHkR",neutral,Dataset B
@CyclingAus hush hush 29/4/17 climate change march dc usa yes to more hybrids save yur kids lungs,positive,Dataset B
I pledge to urge U.S. leaders to maintain our momentum in the fight against global warming... https://t.co/OLqmY6uOHT #globalcitizen,positive,Dataset B
30 terrifying before and after images of climate change @SFGate https://t.co/jpvGzBqamf,positive,Dataset B
"@MarietjeSchaake Min 40% of funding should go to renewable energy,energy efficiency &amp;climate change mitigation… https://t.co/vRT5xCq4Rw",positive,Dataset B
Liz_Wheeler: martin_vada Everything I listed was predicted by climate change 'scientists' to have already happened. None of the predictions…,negative,Dataset B
There's no proof humans are causing global warming | Whidbey ... - Whidbey News https://t.co/KRaCosCmmS,negative,Dataset B
"i am concerned for people who genuinely think global warming, racism, gender inequality, etc arent real",positive,Dataset B
How a warming planet drives human #migration. https://t.co/aykUupDPoK #climate #globalwarming #dataviz #klimawandel #ActOnClimate #geography,positive,Dataset B
#OurWild can’t wait while Washington denies climate change. Join the #ClimateMarch April 29. https://t.co/rZ08IdlY0N https://t.co/SBLPEUZMPS,positive,Dataset B
".@realDoaldThump The US can, and should, lead the fight against climate change. #Keepparis @ProtectWinters",positive,Dataset B
@ManWithTheBFG I believe in climate change but I also don't know what happens after I die so I don't really care that much either,neutral,Dataset B
Thank good bill nye is back with a show. Maybe now you dumbasses will care ab climate change..,positive,Dataset B
"Extremely disappointed that my senator @JeffMerkley voted to confirm Perdue, a known climate change denier. Shame o… https://t.co/vG01es9hmj",positive,Dataset B
"On racism,global warming,and immigration policies,Poets of America take on Trump! https://t.co/XqDOAtMKmB",positive,Dataset B
This is an important meeting regarding the cross-party response to climate change. Please share widely...… https://t.co/V9rZKqni8t,positive,Dataset B
@FoxNews Well climate change has been proven with factual science that its real &amp; is not 'horribly wrong'. Take he… https://t.co/Pss0cUcUAA,positive,Dataset B
"@Pseudo_Lain @SkyWilliams No see one side advocates climate change fixes, equal rights for all, acceptance love and… https://t.co/QZPWSH00aF",positive,Dataset B
These people are hysterical. At this point there are two sides of the climate change debate. Scientists vs. lobbyis… https://t.co/cMUk3vTucE,positive,Dataset B
"Precisely! 
Science joined the grifters climate change con game becuz it's ridiculously profitable. They fleece Chi… https://t.co/wVzgEqwouo",negative,Dataset B
i will shut up about climate change once we stop electing anti-science politicians,positive,Dataset B
If we could overturn global warming … how exiting would that be? https://t.co/0pZZV4GKZL,neutral,Dataset B
Denying climate change is in standing up for bold action now:,neutral,Dataset B
"@SandiaWisdom are there indicators for these safe places? 
with climate change concerns &amp; unstable leadership the r… https://t.co/SC6HmZy4Hb",positive,Dataset B
"@HavokMiscreant @neiltyson You have to take responsibility for your contribution to climate change. 
Stop blaming i… https://t.co/yEbESQFoXX",positive,Dataset B
Day 94: Hot air from @POTUS constantly switching positions contributing to global warming? #climatechange… https://t.co/F9cGbSyrFp,positive,Dataset B
"Science is ok for Lefties to use when it comes to climate change but not ok regarding gender.

#SituationalScience https://t.co/24jqQn9D69",negative,Dataset B
Boycott Gore's new film &amp; join the round table on the global warming subject. We need to stop chemtrails! NOW!https://t.co/eQkASGZqhS,negative,Dataset B
@GeorgeHagstrom @MLaura54 Not always easy to show *if* harm will be caused - systems are complex + climate change -… https://t.co/FmfOhDhuEq,neutral,Dataset B
Your mcm thinks climate change isn't real and argues about it on Facebook articles about the damage of climate change.,neutral,Dataset B
"@ThePatriot143 Hey @algore Is the $15 Trillion for 'global warming'
Or is it to refresh all the $$$ Clinton Foundat… https://t.co/ajutAs1GBP",negative,Dataset B
Google:A new wave of state bills could allow public schools to teach lies about climate change - VICE News https://t.co/lUlaBanpLI,positive,Dataset B
campaign positions: fight climate change this summer: New York's largest environmental and consumer advocacy group… https://t.co/KPEkc2PkX2,positive,Dataset B
"@TexCIS Well see, proof positive of - global warming...err...climate change...err...global climate disruption. ;) Stay safe and warm.",negative,Dataset B
The concept of global warming was created by and for the Chinese in order to make U.S. manufacturing non-competitive.,negative,Dataset B
i'm watching bill nye's new show and i'm not even 10 minutes in and he's already talking climate change i LOVE HIM,positive,Dataset B
@spdustin @AstroPeggy @POTUS @Space_Station Why is against science to dispute a theory like global warming but reli… https://t.co/po57YMxiZn,negative,Dataset B
game idea: a point-and-click sim that simulates global warming,neutral,Dataset B
A promising water technology invention combats climate change and helps waterway conservation.' https://t.co/CcDs4ldULI,positive,Dataset B
the end of the world can not come soon enough COME ON climate change https://t.co/sBW01s7XpH,neutral,Dataset B
@sandeeproy1 @dhume That 'personal veganism' based on scientific findings of climate change &amp; environmental degrada… https://t.co/9cdh4jIhHV,positive,Dataset B
How is 'we exhale CO2' an argument against climate change-,positive,Dataset B
You’re doing a disservice by having one climate change skeptic and not 97 or 98 scientists or engineers... https://t.co/EGuF4ehqsX,positive,Dataset B
"Fascinating NYTimesMagazine article on Zika,other mosquito-borne diseases. With climate change,worse likely to come https://t.co/Lzq5p06o9P",positive,Dataset B
"As with all trendy pseudoscience, the global warming hoax will likely go the way of spiritualism https://t.co/MeG4WdwWwG",negative,Dataset B
"Adam @adamcurry maakte al 923 keer zijn 'no agenda show' https://t.co/lnXz3YMwX7 

leuk! Info over 'global warming'… https://t.co/RFJ97WH8J2",neutral,Dataset B
"‘Bill Nye, #Eugenics Guy’ has a solution for climate change: Netflix and govt. regulated chill #Science https://t.co/sxIAYpS9wn",negative,Dataset B
Global warming and climate change are not man made. https://t.co/lJKF2PbqBZ,negative,Dataset B
@SaucyLilHeather #ooc he's a climate change advocate? What a tool ��,negative,Dataset B
"@ashrafghani @narendramodi we can fight climate change, pollution,poverty etc by introducing rooftop plantation all over the world.",positive,Dataset B
Team 32: https://t.co/lwxWWx5ac1 interesting to hear more accounts about peoples opinions on climate change #17posc225,neutral,Dataset B
